,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
0,Dawn FM (Alternate World),1,3gj1hwjku4JaoamjJVqIIl,Dawn FM,spotify:track:3gj1hwjku4JaoamjJVqIIl,0.674,0.28,0.478,5.85e-05,0.483,-8.755,0.037,111.65,0.0807,54
1,Dawn FM (Alternate World),2,6Uj2XaahtYXK2WeD7GGwBY,Gasoline,spotify:track:6Uj2XaahtYXK2WeD7GGwBY,0.000582,0.728,0.741,0.00206,0.33,-7.075,0.0473,123.006,0.31,55
2,Dawn FM (Alternate World),3,3kOtREqmcGaEA2KhqffFnw,How Do I Make You Love Me?,spotify:track:3kOtREqmcGaEA2KhqffFnw,0.0203,0.805,0.498,2.37e-05,0.085,-7.927,0.0737,121.006,0.636,54
3,Dawn FM (Alternate World),4,3WXyY2PxX88kpBtB0GH61w,Take My Breath,spotify:track:3WXyY2PxX88kpBtB0GH61w,0.0128,0.698,0.769,0.00166,0.238,-7.154,0.0368,121.02,0.354,54
4,Dawn FM (Alternate World),5,0xa4hvXeYHRRNhA7wBfUar,Sacrifice,spotify:track:0xa4hvXeYHRRNhA7wBfUar,0.0296,0.735,0.795,3.18e-05,0.0678,-6.523,0.113,122.0,0.905,54
5,Dawn FM (Alternate World),6,23iLEDPEJpcfYOw1tVhd2o,A Tale By Quincy,spotify:track:23iLEDPEJpcfYOw1tVhd2o,0.679,0.447,0.512,2.98e-05,0.096,-8.67,0.128,67.291,0.571,50
6,Dawn FM (Alternate World),7,25C86uEjQ0fjj3bvsxIusO,Out of Time,spotify:track:25C86uEjQ0fjj3bvsxIusO,0.232,0.617,0.762,0.0,0.291,-4.467,0.0469,92.971,0.823,55
7,Dawn FM (Alternate World),8,0khQeEwEv6GndVypzpGOG5,"Here We Go… Again (feat. Tyler, the Creator)",spotify:track:0khQeEwEv6GndVypzpGOG5,0.345,0.469,0.623,0.0,0.588,-4.432,0.0302,134.943,0.198,51
8,Dawn FM (Alternate World),9,4cm7Ap6IWH6m8JyB9IXT3x,Best Friends,spotify:track:4cm7Ap6IWH6m8JyB9IXT3x,0.436,0.737,0.564,0.0,0.351,-7.045,0.105,90.0,0.528,51
9,Dawn FM (Alternate World),10,37zcCimcUGurQoLEAuN8nR,Is There Someone Else?,spotify:track:37zcCimcUGurQoLEAuN8nR,0.0388,0.702,0.586,7.27e-05,0.156,-7.83,0.0313,134.951,0.608,55
10,Dawn FM (Alternate World),11,2022B8GxEstpvibwgbJ15s,Starry Eyes,spotify:track:2022B8GxEstpvibwgbJ15s,0.465,0.309,0.418,7.58e-05,0.295,-8.622,0.031,134.23,0.146,51
11,Dawn FM (Alternate World),12,7q9Sr5kCkha0L49GAQctHl,Every Angel is Terrifying,spotify:track:7q9Sr5kCkha0L49GAQctHl,0.109,0.447,0.959,2.75e-05,0.0498,-5.59,0.348,118.167,0.46,49
12,Dawn FM (Alternate World),13,3TVnaEVbUBFmWYk9IOIwRo,Don’t Break My Heart,spotify:track:3TVnaEVbUBFmWYk9IOIwRo,0.31,0.767,0.618,0.0,0.179,-7.163,0.032,121.959,0.243,49
13,Dawn FM (Alternate World),14,7p2wRa4m9KVXEXUlkJLhUi,I Heard You're Married (feat. Lil Wayne),spotify:track:7p2wRa4m9KVXEXUlkJLhUi,0.103,0.736,0.848,0.0,0.299,-5.494,0.171,109.946,0.784,49
14,Dawn FM (Alternate World),15,02w1rM6spvEcbFxd63xCl2,Less Than Zero,spotify:track:02w1rM6spvEcbFxd63xCl2,0.00096,0.535,0.791,0.000155,0.0788,-5.55,0.0327,142.981,0.5,53
15,Dawn FM (Alternate World),16,0DvtQkuaV0VrSHgb5pwRke,Phantom Regret by Jim,spotify:track:0DvtQkuaV0VrSHgb5pwRke,0.75,0.394,0.519,0.195,0.129,-11.042,0.0465,110.113,0.241,47
16,Dawn FM (Alternate World),17,1S9DHKpS73KFVN7nnIql3f,Moth To A Flame (with The Weeknd),spotify:track:1S9DHKpS73KFVN7nnIql3f,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,0.109,52
17,Dawn FM (Alternate World),18,1Jz0fAhw41suiAVekjAoLi,Dawn FM - OPN Remix,spotify:track:1Jz0fAhw41suiAVekjAoLi,0.586,0.337,0.719,0.00167,0.1,-4.068,0.0375,184.537,0.275,47
18,Dawn FM (Alternate World),19,2urqWNGpjl07PLAafoa5nT,How Do I Make You Love Me? - Sebastian Ingrosso & Salvatore Ganacci Remix,spotify:track:2urqWNGpjl07PLAafoa5nT,0.0145,0.863,0.802,0.597,0.111,-4.995,0.0476,124.012,0.379,51
19,Dawn FM (Alternate World),20,0QE33jkiMTzCI8momkDmQY,Sacrifice (Remix) (feat. Swedish House Mafia),spotify:track:0QE33jkiMTzCI8momkDmQY,0.0312,0.774,0.742,5.03e-05,0.0907,-7.391,0.0784,122.028,0.677,47
20,Dawn FM (Alternate World),21,6yuRNAxPh712eIib8UPI6U,Out of Time - KAYTRANADA Remix,spotify:track:6yuRNAxPh712eIib8UPI6U,0.0924,0.737,0.673,3.73e-05,0.0908,-6.962,0.271,108.033,0.597,45
21,Dawn FM (Alternate World),22,6I5gj0D4OEScl48BPFR0J1,Best Friends - Remix,spotify:track:6I5gj0D4OEScl48BPFR0J1,0.24,0.608,0.649,0.0,0.311,-6.569,0.113,180.22,0.612,46
22,Dawn FM (Alternate World),23,5T0ZsRG7hVgXeffepN8Kmk,Starry Eyes - MIKE DEAN Remix,spotify:track:5T0ZsRG7hVgXeffepN8Kmk,0.477,0.318,0.475,2.76e-05,0.341,-7.513,0.0329,99.981,0.254,46
23,Dawn FM (Alternate World),24,3nUHfbfj1cpnn8ZjS4tNDW,Take My Breath - Single Version,spotify:track:3nUHfbfj1cpnn8ZjS4tNDW,0.0102,0.746,0.739,2.15e-05,0.101,-6.008,0.0488,121.009,0.512,45
24,Dawn FM (Alternate World),1,0tRzZW3c54dHtRXBd1ADGo,Dawn FM,spotify:track:0tRzZW3c54dHtRXBd1ADGo,0.674,0.28,0.478,5.85e-05,0.483,-8.755,0.037,111.65,0.0807,33
25,Dawn FM (Alternate World),2,2XkZKvgeaiedxuOeQqoPEm,Gasoline,spotify:track:2XkZKvgeaiedxuOeQqoPEm,0.000582,0.728,0.741,0.00206,0.33,-7.075,0.0473,123.006,0.31,37
26,Dawn FM (Alternate World),3,5ysQXV3cdZofmS4QDlUZNF,How Do I Make You Love Me?,spotify:track:5ysQXV3cdZofmS4QDlUZNF,0.0203,0.805,0.498,2.37e-05,0.085,-7.927,0.0737,121.006,0.636,39
27,Dawn FM (Alternate World),4,6E7NGmRIRsMffme88ejhuU,Take My Breath,spotify:track:6E7NGmRIRsMffme88ejhuU,0.0128,0.698,0.769,0.00166,0.238,-7.154,0.0368,121.02,0.354,38
28,Dawn FM (Alternate World),5,5CDs03lq4re0AGjgtbUeOv,Sacrifice,spotify:track:5CDs03lq4re0AGjgtbUeOv,0.0296,0.735,0.795,3.18e-05,0.0678,-6.523,0.113,122.0,0.905,39
29,Dawn FM (Alternate World),6,10PX4ty6iuUYaqt1zacjhV,A Tale By Quincy,spotify:track:10PX4ty6iuUYaqt1zacjhV,0.679,0.447,0.512,2.98e-05,0.096,-8.67,0.128,67.291,0.571,30
30,Dawn FM (Alternate World),7,10uGdDVJHS0Pgwx1T2U4kH,Out of Time,spotify:track:10uGdDVJHS0Pgwx1T2U4kH,0.232,0.617,0.762,0.0,0.291,-4.467,0.0469,92.971,0.823,42
31,Dawn FM (Alternate World),8,53TrXsF9ga0CKkxgL9VEHh,"Here We Go… Again (feat. Tyler, the Creator)",spotify:track:53TrXsF9ga0CKkxgL9VEHh,0.345,0.469,0.623,0.0,0.588,-4.432,0.0302,134.943,0.198,34
32,Dawn FM (Alternate World),9,2lDcCz0Rbi7x1wW6dEvluz,Best Friends,spotify:track:2lDcCz0Rbi7x1wW6dEvluz,0.436,0.737,0.564,0.0,0.351,-7.045,0.105,90.0,0.528,35
33,Dawn FM (Alternate World),10,43Gi0KKbDdjy8m2d5lZeo8,Is There Someone Else?,spotify:track:43Gi0KKbDdjy8m2d5lZeo8,0.0388,0.702,0.586,7.27e-05,0.156,-7.83,0.0313,134.951,0.608,42
34,Dawn FM (Alternate World),11,4iyQli7gzr4sXXnafvOXrd,Starry Eyes,spotify:track:4iyQli7gzr4sXXnafvOXrd,0.465,0.309,0.418,7.58e-05,0.295,-8.622,0.031,134.23,0.146,33
35,Dawn FM (Alternate World),12,4Ruday3MmdaJ9dj1mwQ59S,Every Angel is Terrifying,spotify:track:4Ruday3MmdaJ9dj1mwQ59S,0.109,0.447,0.959,2.75e-05,0.0498,-5.59,0.348,118.167,0.46,29
36,Dawn FM (Alternate World),13,16d4MzvJK5feWBXDOgRBze,Don’t Break My Heart,spotify:track:16d4MzvJK5feWBXDOgRBze,0.31,0.767,0.618,0.0,0.179,-7.163,0.032,121.959,0.243,33
37,Dawn FM (Alternate World),14,1yLtagE4j089gAYoF4Z0lA,I Heard You're Married (feat. Lil Wayne),spotify:track:1yLtagE4j089gAYoF4Z0lA,0.103,0.736,0.848,0.0,0.299,-5.494,0.171,109.946,0.784,32
38,Dawn FM (Alternate World),15,7HN4YO5yr8IIUXds4xJPx9,Less Than Zero,spotify:track:7HN4YO5yr8IIUXds4xJPx9,0.00096,0.535,0.791,0.000155,0.0788,-5.55,0.0327,142.981,0.5,38
39,Dawn FM (Alternate World),16,5LvK8z69OPlVaOWU6JHfRJ,Phantom Regret by Jim,spotify:track:5LvK8z69OPlVaOWU6JHfRJ,0.75,0.394,0.519,0.195,0.129,-11.042,0.0465,110.113,0.241,28
40,Dawn FM (Alternate World),17,1lzRZsQ6w0mg8xcGxmzWzx,Moth To A Flame (with The Weeknd),spotify:track:1lzRZsQ6w0mg8xcGxmzWzx,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,0.109,40
41,Dawn FM (Alternate World),18,6RlLT2inT5c5VahF22SAyj,Sacrifice (Remix) (feat. Swedish House Mafia),spotify:track:6RlLT2inT5c5VahF22SAyj,0.0312,0.774,0.742,5.03e-05,0.0907,-7.391,0.0784,122.028,0.677,34
42,Dawn FM (Alternate World),19,36aoiqTQcBGDb7bAO3n5XO,Out of Time - KAYTRANADA Remix,spotify:track:36aoiqTQcBGDb7bAO3n5XO,0.0962,0.742,0.599,0.000578,0.0981,-8.796,0.297,108.283,0.573,49
43,Dawn FM (Alternate World),20,5QTvQN2CpylSgb9rLoYjYQ,Take My Breath - Single Version,spotify:track:5QTvQN2CpylSgb9rLoYjYQ,0.0102,0.746,0.739,2.15e-05,0.101,-6.008,0.0488,121.009,0.512,32
44,Dawn FM (Alternate World),1,3YdWowRd7xUYTwtAjMcYd4,Dawn FM,spotify:track:3YdWowRd7xUYTwtAjMcYd4,0.674,0.28,0.478,5.85e-05,0.483,-8.755,0.037,111.65,0.0807,31
45,Dawn FM (Alternate World),2,06CXvz1j4XLxVkcldLToIG,Gasoline,spotify:track:06CXvz1j4XLxVkcldLToIG,0.000582,0.728,0.741,0.00206,0.33,-7.075,0.0473,123.006,0.31,36
46,Dawn FM (Alternate World),3,2VrsofHA7OtJGrvmCpsews,How Do I Make You Love Me?,spotify:track:2VrsofHA7OtJGrvmCpsews,0.0203,0.805,0.498,2.37e-05,0.085,-7.927,0.0737,121.006,0.636,37
47,Dawn FM (Alternate World),4,1xqN4QSroUjxiHhDBXDsU3,Take My Breath,spotify:track:1xqN4QSroUjxiHhDBXDsU3,0.0128,0.698,0.769,0.00166,0.238,-7.154,0.0368,121.02,0.354,37
48,Dawn FM (Alternate World),5,1HFYN0ApWWNBjqo5AOQ8lp,Sacrifice,spotify:track:1HFYN0ApWWNBjqo5AOQ8lp,0.0296,0.735,0.795,3.18e-05,0.0678,-6.523,0.113,122.0,0.905,37
49,Dawn FM (Alternate World),6,0p9nE0i4DqB0h7M4ZPFwjC,A Tale By Quincy,spotify:track:0p9nE0i4DqB0h7M4ZPFwjC,0.679,0.447,0.513,2.98e-05,0.096,-8.67,0.127,67.289,0.572,30
50,Dawn FM (Alternate World),7,2CkePUjPttkIn4xRGeknSF,Out of Time,spotify:track:2CkePUjPttkIn4xRGeknSF,0.255,0.65,0.76,0.0,0.339,-4.422,0.0446,93.057,0.838,40
51,Dawn FM (Alternate World),8,6gXtispBIKKHUdsaJPxqZ3,"Here We Go… Again (feat. Tyler, the Creator)",spotify:track:6gXtispBIKKHUdsaJPxqZ3,0.345,0.469,0.623,0.0,0.588,-4.432,0.0302,134.943,0.198,33
52,Dawn FM (Alternate World),9,2Nuqluzfe5horjiuLLsHkv,Best Friends,spotify:track:2Nuqluzfe5horjiuLLsHkv,0.436,0.737,0.564,0.0,0.351,-7.045,0.105,90.0,0.528,34
53,Dawn FM (Alternate World),10,6oNlTuenXGKmGf8fwRIVou,Is There Someone Else?,spotify:track:6oNlTuenXGKmGf8fwRIVou,0.0388,0.702,0.586,7.27e-05,0.156,-7.83,0.0313,134.951,0.608,42
54,Dawn FM (Alternate World),11,3KP4VYGyr3r9s1YEn6dToJ,Starry Eyes,spotify:track:3KP4VYGyr3r9s1YEn6dToJ,0.465,0.309,0.418,7.58e-05,0.295,-8.622,0.031,134.23,0.146,33
55,Dawn FM (Alternate World),12,7lwqnExLI9ARiT4garMfyI,Every Angel is Terrifying,spotify:track:7lwqnExLI9ARiT4garMfyI,0.109,0.447,0.959,2.75e-05,0.0498,-5.59,0.348,118.167,0.46,29
56,Dawn FM (Alternate World),13,0u2eUJPIAgcqQt0QwqceK4,Don’t Break My Heart,spotify:track:0u2eUJPIAgcqQt0QwqceK4,0.31,0.767,0.618,0.0,0.179,-7.163,0.032,121.959,0.243,32
57,Dawn FM (Alternate World),14,1CiInIzpSHyyP4ZIUMA5wc,I Heard You're Married (feat. Lil Wayne),spotify:track:1CiInIzpSHyyP4ZIUMA5wc,0.103,0.736,0.848,0.0,0.299,-5.494,0.171,109.946,0.784,32
58,Dawn FM (Alternate World),15,2ILKRLXw6ENhP86JEEHyvs,Less Than Zero,spotify:track:2ILKRLXw6ENhP86JEEHyvs,0.00096,0.535,0.791,0.000155,0.0788,-5.55,0.0327,142.981,0.5,38
59,Dawn FM (Alternate World),16,4bjYKaezFMcmiyNvRcRIwL,Phantom Regret by Jim,spotify:track:4bjYKaezFMcmiyNvRcRIwL,0.75,0.394,0.519,0.195,0.129,-11.042,0.0465,110.113,0.241,28
60,Dawn FM (Alternate World),17,1Xg9k7OAyJryBXVx3KUklz,Take My Breath - Single Version,spotify:track:1Xg9k7OAyJryBXVx3KUklz,0.0106,0.747,0.739,2.22e-05,0.101,-6.008,0.0487,120.996,0.523,62
61,Dawn FM (Alternate World),18,4c4qqhFrvOgddweMQS0ptG,Sacrifice (Remix) (feat. Swedish House Mafia),spotify:track:4c4qqhFrvOgddweMQS0ptG,0.0312,0.774,0.742,5.03e-05,0.0907,-7.391,0.0784,122.028,0.677,61
62,Dawn FM (Alternate World),19,3uuR20w7HgLlb5Hha2mCxb,Moth To A Flame (with The Weeknd),spotify:track:3uuR20w7HgLlb5Hha2mCxb,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,0.109,56
63,Dawn FM (Alternate World),1,0oDtXxpP7CIn6sLQ5RTIHH,Dawn FM,spotify:track:0oDtXxpP7CIn6sLQ5RTIHH,0.674,0.28,0.478,5.85e-05,0.483,-8.755,0.037,111.65,0.0807,15
64,Dawn FM (Alternate World),2,4XZQdPnEdXdBoXWwgTsSHa,Gasoline,spotify:track:4XZQdPnEdXdBoXWwgTsSHa,0.000582,0.728,0.741,0.00206,0.33,-7.075,0.0473,123.006,0.31,18
65,Dawn FM (Alternate World),3,29VVNSWNl3UhC0RhAKLSd9,How Do I Make You Love Me?,spotify:track:29VVNSWNl3UhC0RhAKLSd9,0.0203,0.805,0.498,2.37e-05,0.085,-7.927,0.0737,121.006,0.636,18
66,Dawn FM (Alternate World),4,5xdFUdGhWQvOCfiRugSbpV,Take My Breath,spotify:track:5xdFUdGhWQvOCfiRugSbpV,0.0128,0.698,0.769,0.00166,0.238,-7.154,0.0368,121.02,0.354,18
67,Dawn FM (Alternate World),5,6DFJ2lvAG9FxrJjdg6m1o2,Sacrifice,spotify:track:6DFJ2lvAG9FxrJjdg6m1o2,0.0269,0.732,0.798,4.84e-06,0.0718,-6.511,0.0956,122.008,0.911,18
68,Dawn FM (Alternate World),6,70MaSNZCav3Fp3uWZPA3xp,A Tale By Quincy,spotify:track:70MaSNZCav3Fp3uWZPA3xp,0.656,0.522,0.502,3.79e-05,0.0961,-8.593,0.0802,94.616,0.611,13
69,Dawn FM (Alternate World),7,4jAbAakxgkZSubdmxYrSFR,Out of Time,spotify:track:4jAbAakxgkZSubdmxYrSFR,0.232,0.616,0.762,0.0,0.291,-4.467,0.0469,92.968,0.823,19
70,Dawn FM (Alternate World),8,4bqZNrg0Hs2QNHwCPJRW36,"Here We Go… Again (feat. Tyler, the Creator)",spotify:track:4bqZNrg0Hs2QNHwCPJRW36,0.337,0.439,0.615,0.0,0.588,-4.263,0.0301,134.409,0.21,16
71,Dawn FM (Alternate World),9,5c1p1TZbQEAUVLLGE8WJ0n,Best Friends,spotify:track:5c1p1TZbQEAUVLLGE8WJ0n,0.436,0.737,0.564,0.0,0.351,-7.045,0.105,90.0,0.528,19
72,Dawn FM (Alternate World),10,107g7lTMhcm4MoRUN2geh0,Is There Someone Else?,spotify:track:107g7lTMhcm4MoRUN2geh0,0.0388,0.702,0.586,7.27e-05,0.156,-7.83,0.0313,134.951,0.608,22
73,Dawn FM (Alternate World),11,75kCPFXdjmJEvkBIFIkBhv,Starry Eyes,spotify:track:75kCPFXdjmJEvkBIFIkBhv,0.465,0.309,0.418,7.58e-05,0.295,-8.622,0.031,134.23,0.146,15
74,Dawn FM (Alternate World),12,1hN7Q1g7ikyhezuS49CLjo,Every Angel is Terrifying,spotify:track:1hN7Q1g7ikyhezuS49CLjo,0.109,0.447,0.959,2.75e-05,0.0498,-5.59,0.348,118.167,0.46,13
75,Dawn FM (Alternate World),13,03CrsgSwGFlT5dr69wG4KE,Don’t Break My Heart,spotify:track:03CrsgSwGFlT5dr69wG4KE,0.31,0.767,0.618,0.0,0.179,-7.163,0.032,121.959,0.243,14
76,Dawn FM (Alternate World),14,2COliZ9CPUSyAW8WDRnK1o,I Heard You're Married (feat. Lil Wayne),spotify:track:2COliZ9CPUSyAW8WDRnK1o,0.0823,0.724,0.86,0.0,0.319,-5.455,0.187,109.917,0.781,14
77,Dawn FM (Alternate World),15,7eHyjVpm0cueCoEASeQNkJ,Less Than Zero,spotify:track:7eHyjVpm0cueCoEASeQNkJ,0.00096,0.535,0.791,0.000155,0.0788,-5.55,0.0327,142.981,0.5,19
78,Dawn FM (Alternate World),16,0ZJsrqFdLYS4tfXXmxCsNn,Phantom Regret by Jim,spotify:track:0ZJsrqFdLYS4tfXXmxCsNn,0.75,0.394,0.519,0.195,0.129,-11.042,0.0465,110.113,0.241,11
79,Dawn FM (Alternate World),17,4p1hi3E91FVffzJe6DiviU,Moth To A Flame (with The Weeknd),spotify:track:4p1hi3E91FVffzJe6DiviU,0.00279,0.542,0.659,0.0,0.105,-7.289,0.0389,120.122,0.109,18
80,Dawn FM (Alternate World),18,2oOzFYcuYdY4OJwrlrWKSS,Dawn FM - OPN Remix,spotify:track:2oOzFYcuYdY4OJwrlrWKSS,0.586,0.337,0.719,0.00167,0.1,-4.068,0.0375,184.537,0.275,13
81,Dawn FM (Alternate World),19,27to8cGAieVIpHn8jOw7sm,How Do I Make You Love Me? - Sebastian Ingrosso & Salvatore Ganacci Remix,spotify:track:27to8cGAieVIpHn8jOw7sm,0.0145,0.863,0.802,0.597,0.111,-4.995,0.0476,124.012,0.379,14
82,Dawn FM (Alternate World),20,14Tsooio6zVyBzKeBlL9EX,Sacrifice (Remix) (feat. Swedish House Mafia),spotify:track:14Tsooio6zVyBzKeBlL9EX,0.0172,0.752,0.785,6.43e-05,0.0661,-7.003,0.0931,122.038,0.695,18
83,Dawn FM (Alternate World),21,5pcVSq6D3RW4XzaTEpoz1g,Out of Time - KAYTRANADA Remix,spotify:track:5pcVSq6D3RW4XzaTEpoz1g,0.0924,0.737,0.673,3.73e-05,0.0908,-6.962,0.271,108.033,0.597,12
84,Dawn FM (Alternate World),22,0ubOHILtEFcusJK7xzxuKm,Best Friends - Remix,spotify:track:0ubOHILtEFcusJK7xzxuKm,0.24,0.608,0.649,0.0,0.311,-6.569,0.113,180.22,0.612,61
85,Dawn FM (Alternate World),23,3WJ3srbpK7U5HurnZPGOyH,Starry Eyes - MIKE DEAN Remix,spotify:track:3WJ3srbpK7U5HurnZPGOyH,0.477,0.318,0.475,2.76e-05,0.341,-7.513,0.0329,99.981,0.254,15
86,Dawn FM (Alternate World),24,14dPvM8ydFUyKUg5lejlaS,Take My Breath - Single Version,spotify:track:14dPvM8ydFUyKUg5lejlaS,0.0102,0.746,0.739,2.15e-05,0.101,-6.008,0.0488,121.009,0.512,12
87,Dawn FM,1,3jQvH2VoTRe5CEnIS0MnCE,Dawn FM,spotify:track:3jQvH2VoTRe5CEnIS0MnCE,0.674,0.28,0.478,5.85e-05,0.483,-8.755,0.037,111.65,0.0807,30
88,Dawn FM,2,6Siyw04kxY45j7jWJs0gK2,Gasoline,spotify:track:6Siyw04kxY45j7jWJs0gK2,0.000582,0.728,0.741,0.00206,0.33,-7.075,0.0473,123.006,0.31,36
89,Dawn FM,3,7dvNoiF1Au7RwAO0d7z4GF,How Do I Make You Love Me?,spotify:track:7dvNoiF1Au7RwAO0d7z4GF,0.0203,0.805,0.498,2.37e-05,0.085,-7.927,0.0737,121.006,0.636,37
90,Dawn FM,4,0XvDZGVqGYM7P4rgzRnWhq,Take My Breath,spotify:track:0XvDZGVqGYM7P4rgzRnWhq,0.0128,0.698,0.769,0.00166,0.238,-7.154,0.0368,121.02,0.354,40
91,Dawn FM,5,00gscXjMt09aOxodmaDeR4,Sacrifice,spotify:track:00gscXjMt09aOxodmaDeR4,0.0269,0.732,0.798,4.84e-06,0.0718,-6.511,0.0956,122.008,0.911,52
92,Dawn FM,6,7EO21AonPSkGUv5yWpIAfp,A Tale By Quincy,spotify:track:7EO21AonPSkGUv5yWpIAfp,0.656,0.527,0.502,3.79e-05,0.0961,-8.593,0.0712,95.056,0.608,25
93,Dawn FM,7,6zSYhlhOl8LvuJwZjJRfij,Out of Time,spotify:track:6zSYhlhOl8LvuJwZjJRfij,0.255,0.65,0.76,0.0,0.339,-4.422,0.0446,93.057,0.838,43
94,Dawn FM,8,4CCjPgOtEdNfPJHPj71zFf,"Here We Go… Again (feat. Tyler, the Creator)",spotify:track:4CCjPgOtEdNfPJHPj71zFf,0.337,0.439,0.615,0.0,0.588,-4.263,0.0301,134.409,0.21,33
95,Dawn FM,9,44lfPWq5vdp9yoAJLWtolg,Best Friends,spotify:track:44lfPWq5vdp9yoAJLWtolg,0.436,0.737,0.564,0.0,0.351,-7.045,0.105,90.0,0.528,34
96,Dawn FM,10,4EWrXJlDRbYbfwA8bJeIow,Is There Someone Else?,spotify:track:4EWrXJlDRbYbfwA8bJeIow,0.0388,0.702,0.586,7.27e-05,0.156,-7.83,0.0313,134.951,0.608,46
97,Dawn FM,11,5Fxstmke6g6iWEQ2UoGWpa,Starry Eyes,spotify:track:5Fxstmke6g6iWEQ2UoGWpa,0.465,0.309,0.418,7.58e-05,0.295,-8.622,0.031,134.23,0.146,41
98,Dawn FM,12,6lmdyNG7ntFhpFESlxFFeh,Every Angel is Terrifying,spotify:track:6lmdyNG7ntFhpFESlxFFeh,0.109,0.447,0.959,2.75e-05,0.0498,-5.59,0.348,118.167,0.46,24
99,Dawn FM,13,0iZ7MgaUedNHqlqg9PMqsY,Don’t Break My Heart,spotify:track:0iZ7MgaUedNHqlqg9PMqsY,0.31,0.767,0.618,0.0,0.179,-7.163,0.032,121.959,0.243,36
100,Dawn FM,14,1Oghf0LEF6mEHOzcO4pnLk,I Heard You’re Married (feat. Lil Wayne),spotify:track:1Oghf0LEF6mEHOzcO4pnLk,0.0823,0.724,0.86,0.0,0.319,-5.455,0.187,109.917,0.781,33
101,Dawn FM,15,4984gVJxZeYGSfeqcz6MWh,Less Than Zero,spotify:track:4984gVJxZeYGSfeqcz6MWh,0.00096,0.535,0.791,0.000155,0.0788,-5.55,0.0327,142.981,0.5,42
